 ,,,,
순번,"종류(한식, 중식, 일식, 분식, 후식 등)",음식점명,"별점 (1~5점, 5점 : 아주맛있음)",지도 (링크)
1,후식,이디야,4,
2,분식,맥도날드,3,
3,분식,서브웨이,4,
4,한식,명동 칼국수,5,
5,일식,토가라시,4,
6,한식,나주곰탕,4,
7,분식,KFC,3,
8,한식,화포식당,1,
9,한식,밥짓는카페,5,
10,한식,부산아지매국밥,4,
11,한식,류몽민,3,
12,중식,홍명,4,
13,한식,돼지국밥,2,
14,한식,전집,4,
15,일식,부엉이 식당,3,
16,분식,김가네,3,
17,후식,바나프레소,4,
18,후식,스타벅스,4,
19,분식,노브랜드버거,5,
20,중식,송림,4,
21,한식,깐부치킨,4,
22,중식,교동짬뽕,4,
23,한식,본죽,4,
24,한식,진미평양냉면,5,
25,,,,
